candidate_id,model,generator_family,architecture,case,mean_score_0_1,median_score_0_1,judge_sd,generator_family_excluded_score_0_1,any_judge_critical_errors,total_judge_critical_flags
N2-C0A5BA1A,Qwen3.6-27B,qwen,One-shot,CuAAC,0.847222,0.895833,0.182019,0.770833,0,0
N2-DE9454B0,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.944444,0.9375,0.05243,0.916667,0,0
N2-414B6752,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.944444,0.9375,0.05243,0.916667,0,0
N2-110E4388,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.8125,0.833333,0.198737,0.71875,1,1
N2-45C1A6CF,GPT-5.4,openai,One-shot,CuAAC,0.875,0.833333,0.090811,0.895833,0,0
N2-D85E475A,GPT-5.4,openai,One-shot,CuAAC,0.9375,0.9375,0.0625,0.96875,0,0
N2-56C8A1EB,GPT-5.4,openai,One-shot,CuAAC,0.951389,0.958333,0.05243,0.979167,0,0
N2-DE57F440,GPT-5.4,openai,FlowPilot,CuAAC,0.958333,0.9375,0.036084,0.96875,0,0
N2-F56C1786,GPT-5.4,openai,FlowPilot,CuAAC,0.9375,0.916667,0.05512,0.958333,0,0
N2-A8923ABE,GPT-5.4,openai,FlowPilot,CuAAC,0.958333,0.958333,0.041667,0.979167,0,0
N2-91B57A73,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.944445,0.979167,0.078874,0.927083,0,0
N2-08E9094C,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.958333,0.979167,0.05512,0.947917,0,0
N2-88250C75,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.958333,0.979167,0.05512,0.947917,0,0
N2-9141CE83,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.819444,0.75,0.157748,0.854167,1,2
N2-B2E7E0D0,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.833333,0.9375,0.236621,0.78125,1,3
N2-3DF31914,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.965278,0.958333,0.031823,0.96875,0,0
