model,case,repeat_id,one_shot_score_0_1,flowpilot_score_0_1,paired_delta,one_shot_excluded_score,flowpilot_excluded_score,excluded_paired_delta
Qwen3.8-27B,Hydrogenolysis,repeat_01,0.621795,0.878205,0.25641,0.509615,0.817308,0.307693
Qwen3.8-27B,Photochemical oxidation,repeat_01,0.833333,0.942308,0.108975,0.759615,0.913462,0.153847
Qwen3.8-27B,CuAAC,repeat_01,0.770833,0.951389,0.180556,0.708333,0.927083,0.21875
