model,architecture,case,n_repeats,mean_score_0_1,repeat_sd,score_range,exact_result_hash_count,exact_result_reproducible
Claude Opus 5,One-shot,Hydrogenolysis,3,0.891026,0.025641,0.051282,3,False
Claude Opus 5,One-shot,Photochemical oxidation,3,0.944445,0.042682,0.076923,3,False
Claude Opus 5,One-shot,CuAAC,3,0.972222,0.018374,0.034723,3,False
Claude Opus 5,FlowPilot,Hydrogenolysis,3,0.685897,0.011103,0.019231,3,False
Claude Opus 5,FlowPilot,Photochemical oxidation,3,0.952991,0.003701,0.00641,3,False
Claude Opus 5,FlowPilot,CuAAC,3,0.675926,0.268628,0.534722,3,False
